FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DTG OF ATTACK, ZULU;ATT;A;CURRENT / CURRENT;2323/007;14;AN
;(NU) DTG OF DETONATION, ZULU;DET;B;CURRENT / CURRENT;2323/008;14;AN
2 O;(NU) DTG OF ATTACK-END, ZULU; ; ;CURRENT / CURRENT;2323/015;14;AN
