FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) OWN WEAPONS; ; ;CURRENT / CURRENT;1407/009;1-15;X
* 2 M;(NU) ALERT STATUS; ;A;CURRENT / CURRENT;2161/002;3-7;ANS
;(NU) TIME, NON-DISCRETE INDICATOR; ;B;CURRENT / CURRENT;1084/003;3-11;AB
