FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) GEOGRAPHIC POSITION, UTM 10-METRE; ;A;CURRENT / CURRENT;2086/001;13;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;CURRENT / CURRENT;2024/001;15;AN
2 M;(NU) COURSE, DEGREES MAGNETIC; ; ;CURRENT / CURRENT;2186/005;4;AN
* 3 M;(NU) LANDMARK DESCRIPTION; ; ;CURRENT / CURRENT;1363/049;1-30;X
* 4 M;(NU) GEOGRAPHIC POSITION, UTM 10-METRE; ;A;CURRENT / CURRENT;2086/001;13;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;CURRENT / CURRENT;2024/001;15;AN
* 5 O;(NU) BEARING, DEGREES MAGNETIC; ; ;CURRENT / CURRENT;2476/001;4;AN
