FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TASK ORGANIZATION RELATIONSHIP; ; ;CURRENT / CURRENT;1660/006;1-5;A
2 M;(NU) DTG OF START; ; ;CURRENT / CURRENT;2033/029;14;AN
3 M;(NU) DTG OF STOP; ; ;CURRENT / CURRENT;2033/030;14;AN
