FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DTG FROM, ZULU; ; ;CURRENT / CURRENT;2323/016;14;AN
2 M;(NU) DTG TO, ZULU; ; ;CURRENT / CURRENT;2323/017;14;AN
