FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TOTAL WEIGHT OF ORDNANCE IN KILOGRAMS;TOTAL; ;CURRENT / CURRENT;1194/006;1-5;N
2 C;(NU) WEIGHT OF FILLING IN KILOGRAMS;FILLING; ;CURRENT / CURRENT;1194/007;1-5;N
