FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) LEFT TRAVERSE LIMIT, MILS; ; ;CURRENT / CURRENT;1048/007;4;N
2 M;(NU) RIGHT TRAVERSE LIMIT, MILS; ; ;CURRENT / CURRENT;1048/008;4;N
