FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) WEATHER, STATE OF; ; ;CURRENT / CURRENT;1386/002;3-10;ABS
