FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) LINK 11 NET SPEED SETTING; ; ;CURRENT / CURRENT;1593/014;4-5;ANS
2 M;(NU) DOPPLER ON OR OFF INDICATOR; ; ;CURRENT / CURRENT;1304/005;2-3;A
3 M;(NU) LINK 11 CRYPTOGRAPHIC MODE; ; ;CURRENT / CURRENT;1624/001;1-5;AN
4 M;(NU) LINK 11 WAVE FORM; ; ;CURRENT / CURRENT;1816/001;4;A
