FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TASK IDENTIFIER; ; ;CURRENT / CURRENT;1012/145;1-10;X
