FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ATP-29 SUP 1 NATO MARITIME TACTICAL DATA SYSTEM;ATP29;A;CURRENT / CURRENT;2343/001;3-4;AN
;(NU) MARITIME TACTICAL DATA SYSTEM; ;B;CURRENT / CURRENT;1135/047;1-20;X
* 2 M;(NU) LINK TYPE; ; ;CURRENT / CURRENT;1576/002;1-4;AN
* 3 M;(NU) MAXIMUM NUMBER OF TRACK BLOCKS; ; ;CURRENT / CURRENT;1044/238;1-2;N
* 4 C;(NU) SIMULATED TRACK TRANSMISSION INDICATOR; ; ;CURRENT / CURRENT;1027/043;2-3;A
* 5 C;(NU) SIMULATED TRACK RECEPTION INDICATOR; ; ;CURRENT / CURRENT;1027/044;2-3;A
