FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) AIR TRACK POSITION, GEOREF, ABBREVIATED, MINUTE; ;A;CURRENT / CURRENT;2019/009;6;AN
;(NU) AIR TRACK POSITION, UTM 1,000-METRE; ;B;CURRENT / CURRENT;2088/021;9;AN
2 M;(NU) DAY-TIME OF AIR TRACK; ; ;CURRENT / CURRENT;2000/020;7;AN
