FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) OWN NATIONAL IDENTIFIER AND AREA CODE; ; ;CURRENT / CURRENT;2312/002;6;N
* 2 O;(NU) ACCESSIBLE NATIONAL IDENTIFIER AND AREA CODE; ; ;CURRENT / CURRENT;2312/003;6;N
