FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) LENGTH IN METRES, 1-9999; ;A ;CURRENT / CURRENT;1657/005;1-4;N
;(NU) RADIUS IN METRES;R;B ;CURRENT / CURRENT;1580/001;1-4;N
2 C;(NU) WIDTH IN METRES, 1-9999; ; ;CURRENT / CURRENT;1658/003;1-4;N
3 C;(NU) ATTITUDE IN MILS FROM GRID NORTH; ; ;CURRENT / CURRENT;1048/009;4;N
