FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
* 2 M;(NU) DATA LINK TRACK NUMBER BLOCK, LOWER LIMIT; ; ;CURRENT / CURRENT;1625/002;4-5;AN
* 3 M;(NU) DATA LINK TRACK NUMBER BLOCK, UPPER LIMIT; ; ;CURRENT / CURRENT;1625/003;4-5;AN
