FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MEDIA; ; ;CURRENT / CURRENT;1887/001;1-68;X
2 M;(NU) FORMAT OF DOCUMENT; ; ;CURRENT / CURRENT;1717/002;4-7;A
3 M;(NU) CONTENTS; ; ;CURRENT / CURRENT;1888/001;1-68;X
