FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) BRIDGE STRUCTURE; ;A;CURRENT / CURRENT;1705/002;2;A
;(NU) PIER TYPE;PIER;B;CURRENT / CURRENT;1705/003;2;A
;(NU) BRIDGE BEAM; ;C;CURRENT / CURRENT;1705/005;2;A
;(NU) BRIDGE ABUTMENT; ;D;CURRENT / CURRENT;1705/006;2;A
* 2 M;(NU) CONSTRUCTION MATERIAL; ; ;CURRENT / CURRENT;1592/005;2;A
