FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) OVERALL LENGTH IN METRES, 1-99.99; ; ;CURRENT / CURRENT;1657/017;1-5;NS
2 M;(NU) OVERALL WING SPAN IN METRES; ; ;CURRENT / CURRENT;1658/022;1-5;NS
3 M;(NU) SWEPT WING CONFIGURATION; ; ;CURRENT / CURRENT;1359/036;1;A
4 C;(NU) REMARKS; ; ;CURRENT / CURRENT;1357/028;1-68;X
