FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MINES PRESENT INDICATOR; ; ;CURRENT / CURRENT;1027/024;2-3;A
* 2 C;(NU) GENERIC LAND MINE TYPE; ; ;CURRENT / CURRENT;1210/004;1;A
* 3 M;(NU) OBSTACLE TYPE, ABBREVIATED; ; ;CURRENT / CURRENT;1270/002;2;A
* 4 M;(NU) OBSTACLE CHARACTERISTICS; ; ;CURRENT / CURRENT;1236/020;3;A
