FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) PORTION OF ORDNANCE; ; ;CURRENT / CURRENT;1203/003;4;A
* 2 M;(NU) MATERIAL; ; ;CURRENT / CURRENT;1592/001;1-30;X
