FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) LAYER INDICATOR; ; ;CURRENT / CURRENT;1329/001;2;N
* 2 M;(NU) WIND DIRECTION IN DEGREES; ;A;CURRENT / CURRENT;1043/003;3-5;NS
;(NU) WIND DIRECTION IN MILS; ;B;CURRENT / CURRENT;1048/003;4;N
* 3 M;(NU) WIND SPEED; ; ;CURRENT / CURRENT;1525/002;3;N
