FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TIME ZONE; ; ;CURRENT / CURRENT;1003/001;1;A
