FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF MULTIPLEX TX/RX CHANNELS; ; ;CURRENT / CURRENT;2378/001;3-7;NS
* 2 M;(NU) TONE KEY NUMBER AND TYPE; ; ;CURRENT / CURRENT;2379/001;3-8;ANS
* 3 M;(NU) NUMBER AND TYPE OF FREQUENCY SHIFT CONVERTER; ; ;CURRENT / CURRENT;2380/001;3-10;ANS
