FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) FULL NAME; ; ;CURRENT / CURRENT;2066/001;3-46;X
2 M;(NU) GEOGRAPHICAL ENTITY; ; ;CURRENT / CURRENT;1026/001;2;A
3 M;(NU) PARENT NEWS ORGANIZATION; ; ;CURRENT / CURRENT;1022/159;1-17;X
4 M;(NU) COMMENTS; ; ;CURRENT / CURRENT;1357/001;1-68;X
