FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ENGINE TYPE, ANALYST'S DESCRIPTION; ; ;CURRENT / CURRENT;1862/010;1-68;X
2 M;(NU) NUMBER OF ENGINES; ; ;CURRENT / CURRENT;1044/216;1-3;N
3 M;(NU) ENGINE CONDITION; ; ;CURRENT / CURRENT;1690/005;1-3;A
4 M;(NU) AIRCRAFT INTAKE TYPE; ; ;CURRENT / CURRENT;1774/002;1-68;X
