FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MINE TYPE; ; ;CURRENT / CURRENT;1210/001;1-68;X
2 M;(NU) NUMBER OF MINES; ; ;CURRENT / CURRENT;1044/192;1-3;N
3 M;(NU) DESCRIPTION OF MINE CARRIERS; ; ;CURRENT / CURRENT;1363/065;1-68;X
4 M;(NU) NUMBER OF MINE CARRIERS; ; ;CURRENT / CURRENT;1044/397;1-2;N
