FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) AZIMUTH OF FIRE IN MILS FROM GRID NORTH; ; ;CURRENT / CURRENT;1048/006;4;N
