FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ORDER NAME; ; ;CURRENT / CURRENT;1022/012;1-6;ANB
