FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NETWORK PARTICIPATION GROUP OPTION NUMBER; ; ;CURRENT / CURRENT;1012/152;1-2;N
2 M;(NU) NETWORK PARTICIPATION GROUP (NPG) SEQUENCE NUMBER; ; ;CURRENT / CURRENT;1012/166;1-2;N
3 O;(NU) FIGHTER-TO-FIGHTER NET NUMBER; ; ;CURRENT / CURRENT;1012/676;1-3;N
4 O;(NU) LINK 16 TIME SLOT SET IDENTIFIER;IDENT;A;CURRENT / CURRENT;1634/003;1-3;N
;(NU) TIME SLOT SET IDENTIFIER RANGE;RNG;B;CURRENT / CURRENT;2374/001;3-7;NS
5 O;(NU) EVENT; ; ;CURRENT / CURRENT;1224/001;1-30;X
