FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) SURVIVABILITY TASK; ; ;CURRENT / CURRENT;1285/022;2;N
