FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF SPECIAL ECM AIRCRAFT REMAINING; ; ;CURRENT / CURRENT;1044/026;3;N
2 M;(NU) NUMBER OF SPECIAL ECM WEAPON SYSTEMS COMBAT READY; ; ;CURRENT / CURRENT;1044/022;3;N
3 M;(NU) TOTAL NUMBER OF ECM AIRCRAFT LOST; ; ;CURRENT / CURRENT;1044/027;3;N
