FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DTG OF OBSERVATION, ZULU; ; ;CURRENT / CURRENT;2323/010;14;AN
2 M;(NU) EFFECTIVE DTG VALID FROM, ZULU; ; ;CURRENT / CURRENT;2323/011;14;AN
3 M;(NU) EFFECTIVE DTG VALID TO, ZULU; ; ;CURRENT / CURRENT;2323/012;14;AN
