FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) SURFACE CONDITION OF THE LANDING/DROP ZONE; ; ;CURRENT / CURRENT;1782/001;3-5;A
2 M;(NU) SURFACE COVERING OF THE LANDING OR DROP ZONE; ; ;CURRENT / CURRENT;1783/001;3-5;A
3 C;(NU) SUB-SURFACE COVERING OF THE LANDING OR DROP ZONE; ; ;CURRENT / CURRENT;1783/002;3-5;A
* 4 M;(NU) DROP TYPE SUITABLE FOR DROP ZONE; ; ;CURRENT / CURRENT;1842/001;3-4;A
