FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) SEA STATE OF HEAD SEAS; ; ;CURRENT / CURRENT;1392/002;1;N
2 M;(NU) SEA STATE OF BEAM SEAS; ; ;CURRENT / CURRENT;1392/003;1;N
3 O;(NU) SEA STATE OF STERN SEAS; ; ;CURRENT / CURRENT;1392/004;1;N
4 O;(NU) WIND SPEED ENDURABLE WITH STERN SEAS, KNOTS, VERIFIED; ; ;CURRENT / CURRENT;2332/004;5-8;ANS
