FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) POLITICAL POLICY INDICATOR CODE; ;A;CURRENT / CURRENT;1285/038;4-6;A
;(NU) POLITICAL POLICY INDICATOR EXERCISE CODE;EXER;B;CURRENT / CURRENT;1285/039;4-8;A
