FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MAP OR CHART SERIES DESIGNATOR; ; ;CURRENT / CURRENT;1075/001;1-12;ANS
2 M;(NU) MAP OR CHART SUFFIX NUMBER; ; ;CURRENT / CURRENT;1012/004;2;N
* 3 M;(NU) MAP OR CHART SHEET NUMBER; ; ;CURRENT / CURRENT;1012/003;1-14;ANS
* 4 M;(NU) MAP OR CHART EDITION NUMBER; ; ;CURRENT / CURRENT;1012/002;1-6;ANS
* 5 M;(NU) CONTEXT QUANTITY, 1-999; ; ;CURRENT / CURRENT;1023/003;1-3;N
