FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) HOST NATION SUPPORT TYPE; ; ;CURRENT / CURRENT;1285/017;4-8;A
