FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 O;(NU) RADIUS OF ZONE 1; ; ;CURRENT / CURRENT;1523/002;3;N
2 C;(NU) DOWNWIND DIRECTION IN DEGREES; ;A;CURRENT / CURRENT;1043/002;3;N
;(NU) DOWNWIND DIRECTION IN MILS; ;B;CURRENT / CURRENT;1048/004;4;N
3 C;(NU) WIND SPEED; ; ;CURRENT / CURRENT;1525/002;3;N
4 C;(NU) ANGLE EXPANSION INDICATOR; ; ;CURRENT / CURRENT;1330/001;1;N
