FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 O;(NU) LENGTH IN METRES; ; ;CURRENT / CURRENT;1657/001;1-5;NS
2 O;(NU) WIDTH IN METRES; ; ;CURRENT / CURRENT;1658/001;1-5;NS
3 O;(NU) SHIP DRAFT IN METRES; ; ;CURRENT / CURRENT;1247/005;1-2;N
4 O;(NU) GROSS TONNAGE; ; ;CURRENT / CURRENT;1904/001;1-6;N
5 O;(NU) MAXIMUM SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/006;1-2;N
6 O;(NU) MINIMUM SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/005;1-2;N
7 M;(NU) OPERATIONAL SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/019;1-2;N
8 O;(NU) SHIP'S ENDURANCE IN NAUTICAL MILES AT THE OPERATIONAL SPEED; ; ;CURRENT / CURRENT;1089/010;1-5;NS
