FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ALTITUDE IN FEET ABOVE GROUND LEVEL (AGL); ; ;CURRENT / CURRENT;1290/002;1-5;N
2 M;(NU) SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/001;1-4;NS
