FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MESSAGE REPLY CODE; ; ;CURRENT / CURRENT;1556/003;3;A
