FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) PHONETIC ALPHABETIC IDENTIFIER; ; ;CURRENT / CURRENT;1128/002;4-8;A
2 M;(NU) SEARCH/ATTACK UNIT COMMANDER;CDR;A;CURRENT / CURRENT;1022/135;1-38;X
;(NU) TASK ORGANIZATION COMMANDER; ;B;CURRENT / CURRENT;1037/003;1-20;X
* 3 M;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
