FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) SHIP NAME; ; ;CURRENT / CURRENT;1022/049;1-38;X
* 2 M;(NU) STATION ASSIGNMENT NAME; ; ;CURRENT / CURRENT;1022/124;1-8;AN
