FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) LIMITING FACTOR; ; ;CURRENT / CURRENT;1594/003;2;A
2 M;(NU) FACTOR WEIGHTING VALUE; ; ;CURRENT / CURRENT;1695/001;1-5;NS
