FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DATE, DDMMYYYY; ; ;CURRENT / CURRENT;2052/001;8;N
