FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) SURFACE SPEED, KNOTS; ; ;CURRENT / CURRENT;2265/006;4-7;ANS
2 O;(NU) DIVE SPEED, KNOTS; ; ;CURRENT / CURRENT;2265/007;4-7;ANS
