FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) ATP-29 SUP 1 SURFACE SHIP GUNNERY SYSTEMS;ATP29;A;CURRENT / CURRENT;2342/001;3-4;AN
;(NU) SURFACE SHIP GUNNERY SYSTEM; ;B;CURRENT / CURRENT;1135/048;1-20;X
* 2 C;(NU) ANTI-AIR RANGE, KILOYARDS; ; ;CURRENT / CURRENT;2389/005;4-8;ANS
* 3 C;(NU) ANTI-SURFACE RANGE, KILOYARDS; ; ;CURRENT / CURRENT;2389/006;4-8;ANS
