FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) LINK DUTY; ; ;CURRENT / CURRENT;1109/002;2-4;AN
