FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) UNIT; ;A;CURRENT / CURRENT;1022/057;1-30;X
;(NU) UNIT DESIGNATOR;UD;B;CURRENT / CURRENT;2143/006;3-15;ANS
2 M;(NU) CALL SIGN; ; ;CURRENT / CURRENT;1129/001;1-38;X
* 3 M;(NU) RADIO FREQUENCY; ;A;CURRENT / CURRENT;2064/001;3-14;ANS
;(NU) MARITIME COMMUNICATIONS CHANNEL NUMBER; ;B;CURRENT / CURRENT;2080/001;3-5;AN
;(NU) COMMUNICATIONS CODE;CC;C;CURRENT / CURRENT;1149/001;1-14;ANB
* 4 O;(NU) FREQUENCY PRIORITY; ; ;CURRENT / CURRENT;1124/001;1;A
* 5 O;(NU) TRANSMISSION MODE; ;A;CURRENT / CURRENT;1181/001;2-9;AB
;(NU) TRANSMISSION FREQUENCY MODE; ;B;CURRENT / CURRENT;1175/004;2-3;A
