FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) ARMOUR PLATE POSITION; ; ;CURRENT / CURRENT;1223/005;4-7;A
* 2 M;(NU) NUMBER OF ARMOUR PLATES; ; ;CURRENT / CURRENT;1044/389;1-2;N
* 3 M;(NU) THICKNESS OF PROTECTION; ; ;CURRENT / CURRENT;1865/010;1-5;NS
* 4 M;(NU) UNIT OF MEASUREMENT, MM OR CM; ; ;CURRENT / CURRENT;1008/099;2;A
