FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TIME RELATIVE TO H-HOUR IN MINUTES; ; ;CURRENT / CURRENT;1072/022;1-4;NS
2 C;(NU) DURATION OF FIRE IN MINUTES RELATIVE TO H-HOUR; ; ;CURRENT / CURRENT;1072/023;1-2;N
