FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
* 2 M;(NU) SONAR FREQUENCY IN KILOHERTZ; ; ;CURRENT / CURRENT;1066/003;3-4;NS
