FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ON-CARRYING SHIP NAME; ;A ;CURRENT / CURRENT;1022/175;1-38;X
;(NU) TO BE NAMED;SHIP;B ;CURRENT / CURRENT;1084/006;3;A
