FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 O;(NU) APPEARANCE GROUP; ; ;CURRENT / CURRENT;1467/001;3;AN
2 O;(NU) HULL PROFILE; ; ;CURRENT / CURRENT;1463/001;5-13;X
3 O;(NU) UPRIGHT STRUCTURE; ; ;CURRENT / CURRENT;1465/001;1-11;A
4 O;(NU) COMMENTS; ; ;CURRENT / CURRENT;1357/001;1-68;X
