FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TASKED UNIT DESIGNATOR;UNIT;A;CURRENT / CURRENT;1028/041;1-30;X
;(NU) UNIT IDENTIFICATION CODE (UIC);UIC;B;CURRENT / CURRENT;2141/001;7-9;AN
2 O;(NU) ICAO BASE CODE;ICAO;A;CURRENT / CURRENT;1125/002;4;AN
;(NU) GEOGRAPHIC POSITION, UTM 100-METRE;UTMO;B;CURRENT / CURRENT;2087/001;11;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES;LATM;C;CURRENT / CURRENT;2023/001;11;AN
* 3 M;(NU) NUMBER OF ASSETS, 000-999; ; ;CURRENT / CURRENT;1044/321;3;N
* 4 M;(NU) AIRCRAFT TYPE AND MODEL;ACTYP;A;CURRENT / CURRENT;1015/020;2-6;AN
;(NU) AIRCRAFT TYPE AND MODEL, OTHER;OTHAC;B;CURRENT / CURRENT;1015/018;2-6;AN
;(NU) NAME OF ASSETS;ASSET;C;CURRENT / CURRENT;1022/108;1-19;X
