FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) PROPELLANT TYPE; ; ;CURRENT / CURRENT;1562/001;5;A
