FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) REMARK INDICATOR; ; ;CURRENT / CURRENT;2269/001;4-8;X
2 O;(NU) SOURCE OF REMARK; ; ;CURRENT / CURRENT;1243/002;1-20;X
