FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MISSION NUMBER;MSNO;A;CURRENT / CURRENT;1012/069;1-8;X
;(NU) CALL SIGN, ABBREVIATED;CSIGN;B;CURRENT / CURRENT;1129/034;1-12;X
2 O;(NU) REQUEST IDENTIFIER; ; ;CURRENT / CURRENT;1012/144;1-11;X
3 M;(NU) TARGET POSITION IDENTIFIER;TGTID;A;CURRENT / CURRENT;1416/002;1-20;X
;(NU) SHIP TARGET TYPE;STGTTP;B;CURRENT / CURRENT;1036/011;2-6;A
;(NU) LOCATION, DECISECONDS;LATDEC;C;CURRENT / CURRENT;2187/001;19;ANS
;(NU) TARGET POSITION, LAT/LONG, MINUTES;LATMIN;D;CURRENT / CURRENT;2023/043;11;AN
4 M;(NU) TIME ON TARGET (HOUR-MINUTE); ; ;CURRENT / CURRENT;2014/004;4;N
5 M;(NU) AIR MISSION RESULTS; ; ;CURRENT / CURRENT;1088/006;1;A
