FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) CLOUD SECTION; ; ;CURRENT / CURRENT;1332/001;3;A
* 2 M;(NU) ANGULAR CLOUD HEIGHT IN DEGREES; ;A;CURRENT / CURRENT;2315/003;6;AN
;(NU) ANGULAR CLOUD HEIGHT IN MILS; ;B;CURRENT / CURRENT;2317/003;7;AN
* 3 M;(NU) CLOUD HEIGHT AND UNIT OF MEASUREMENT; ; ;CURRENT / CURRENT;2314/003;2-7;AN
