FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) FIRE DEMOLITION IF ENEMY IN ACT OF CAPTURING TARGET; ; ;CURRENT / CURRENT;1027/027;2-3;A
* 2 M;(NU) DEMOLITION ORDER TO THE DEMOLITION GUARD; ; ;CURRENT / CURRENT;1094/002;2;A
