FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF AIRCREW; ; ;CURRENT / CURRENT;1044/372;1-3;N
2 M;(NU) STATUS OF AIRCREW; ; ;CURRENT / CURRENT;1357/026;1-68;X
3 O;(NU) NUMBER OF PASSENGERS; ; ;CURRENT / CURRENT;1044/088;1-4;N
4 O;(NU) STATUS OF PASSENGERS; ; ;CURRENT / CURRENT;1357/031;1-68;X
