FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) CHANGE OF ORDERS CODE; ; ;CURRENT / CURRENT;1094/003;1;A
2 M;(NU) CODEWORD; ; ;CURRENT / CURRENT;1020/008;1-15;X
