FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ORGANIZATION FUNCTION; ; ;CURRENT / CURRENT;1496/004;5-7;A
