FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) CALL SIGN AND FREQUENCY; ; ;CURRENT / CURRENT;2051/001;5-50;X
2 O;(NU) OWN CALL SIGN ON ALL ARMS NET; ; ;CURRENT / CURRENT;1129/039;1-38;X
